distance_foursquare,name,popularity,rating_foursquare,latitude_foursquare,longitude_foursquare,category_foursquare,bike_latitude,bike_longitude,free_bikes,empty_slots,distance_yelp,rating_yelp,review_count,latitude_yelp,longitude_yelp,category_yelp
290.0,AJ's Brooklyn Pizza Joint,0.987174005985464,8.4,49.262989,-123.098175,Pizzeria,49.262141,-123.101961,8,9,280.0,4.2,175.0,49.2629437687572,-123.098307028413,Pizza
,Afuri Ramen + Dumpling,,,,,,49.262141,-123.101961,8,9,233.0,3.7,34.0,49.25994,-123.10151,Ramen
883.0,Amato Gelato Cafe,0.9929392255172504,8.0,49.270065,-123.102995,Ice Cream Parlor,49.262141,-123.101961,8,9,,,,,,
796.0,Anh and Chi,0.98308005234042,9.0,49.255019,-123.100904,Bar,49.262141,-123.101961,8,9,794.0,4.0,743.0,49.2550314422938,-123.100882202153,Vietnamese
741.0,Argo Cafe,0.9351963413528184,7.7,49.268608,-123.104493,Café,49.262141,-123.101961,8,9,,,,,,
,Bodega On Main,,,,,,49.262141,-123.101961,8,9,1493.0,3.8,236.0,49.27548853708847,-123.09968391901442,Spanish
413.0,Brassneck Brewery,0.9674167929832744,8.5,49.265811,-123.100605,Bar,49.262141,-123.101961,8,9,,,,,,
803.0,Brewhall,0.9801002759532046,6.9,49.269396,-123.103425,Beer Bar,49.262141,-123.101961,8,9,,,,,,
,Brix & Mortar,,,,,,49.262141,-123.101961,8,9,2085.0,4.1,346.0,49.275633270546194,-123.12192123186074,Wine Bars
,Budgies Burritos,,,,,,49.262141,-123.101961,8,9,191.0,3.8,299.0,49.2634464768729,-123.100247082572,Vegetarian
,Burdock,,,,,,49.262141,-123.101961,8,9,155.0,3.5,207.0,49.26092,-123.10066,Tapas/Small Plates
149.0,Burdock & Co,0.94325469314781,7.5,49.260915,-123.100756,New American Restaurant,49.262141,-123.101961,8,9,,,,,,
,Burgoo Bistros,,,,,,49.262141,-123.101961,8,9,506.0,3.9,526.0,49.25765498958033,-123.100815,Comfort Food
1002.0,CRAFT Beer Market Vancouver,0.9945457136564448,8.3,49.270591,-123.106447,Beer Garden,49.262141,-123.101961,8,9,,,,,,
85.0,Caffe Barney,0.9688807700778628,6.2,49.262516,-123.10073,Diner,49.262141,-123.101961,8,9,97.0,3.1,117.0,49.26243,-123.10068,Canadian (New)
306.0,Como Taperia,0.9641131278583182,6.5,49.264715,-123.100431,Tapas Restaurant,49.262141,-123.101961,8,9,305.0,3.7,103.0,49.2647449,-123.1006898,Tapas Bars
,Congee Noodle House,,,,,,49.262141,-123.101961,8,9,105.0,3.4,375.0,49.26316,-123.10213,Noodles
,Courtside Food and Drinks,,,,,,49.262141,-123.101961,8,9,147.0,4.3,11.0,49.26335,-123.10143,Sports Bars
759.0,Earnest Ice Cream,0.9867594284011556,9.3,49.268876,-123.102894,Ice Cream Parlor,49.262141,-123.101961,8,9,,,,,,
577.0,Electric Bicycle Brewing,0.9610556181740448,8.2,49.267115,-123.104285,Brewery,49.262141,-123.101961,8,9,,,,,,
351.0,Elysian Coffee,0.9539041548447278,9.0,49.264531,-123.105038,Coffee Shop,49.262141,-123.101961,8,9,,,,,,
,Fable Diner,,,,,,49.262141,-123.101961,8,9,104.0,3.9,354.0,49.2630749,-123.1019822,Diners
751.0,Faculty Brewing Co,0.9484757796001916,8.4,49.268552,-123.104488,Bar,49.262141,-123.101961,8,9,,,,,,
,Fassil Ethiopian Restaurant,,,,,,49.262141,-123.101961,8,9,989.0,4.3,155.0,49.262316686122,-123.08833077466,Ethiopian
665.0,Fife Bakery,0.9585551971186858,8.3,49.268088,-123.10307,Bakery,49.262141,-123.101961,8,9,,,,,,
408.0,Forecast Coffee,0.9690103255729592,7.3,49.258541,-123.100798,Coffee Shop,49.262141,-123.101961,8,9,,,,,,
235.0,Fox Cabaret,0.9604078406985632,8.2,49.264298,-123.101206,Movie Theater,49.262141,-123.101961,8,9,,,,,,
217.0,Gene Coffeebar,0.9483850907536244,7.6,49.263721,-123.100671,Coffee Shop,49.262141,-123.101961,8,9,,,,,,
250.0,Hime Japanese Restaurant,0.9890784717633798,7.8,49.262963,-123.09874,Sushi Restaurant,49.262141,-123.101961,8,9,,,,,,
,Hime Sushi Restaurant,,,,,,49.262141,-123.101961,8,9,261.0,3.5,95.0,49.2629448960616,-123.098578623389,Japanese
,Hokkaido Ramen Santouka,,,,,,49.262141,-123.101961,8,9,1088.0,4.2,241.0,49.263127,-123.1168917,Noodles
91.0,Ignite Pizzeria,0.9735188568023112,7.8,49.262233,-123.100706,Pizzeria,49.262141,-123.101961,8,9,,,,,,
,Ignite Pizzeria Mount Pleasant,,,,,,49.262141,-123.101961,8,9,90.0,4.1,84.0,49.26228,-123.10064,Pizza
,Indian Roti Kitchen,,,,,,49.262141,-123.101961,8,9,1022.0,4.5,167.0,49.25901,-123.11538,Indian
,Indochine Kitchen,,,,,,49.262141,-123.101961,8,9,229.0,3.2,117.0,49.2631601,-123.1047,Asian Fusion
,Italia Bella Bar & Grill,,,,,,49.262141,-123.101961,8,9,330.0,4.1,46.0,49.2632473,-123.1061808,Italian
,Key Party,,,,,,49.262141,-123.101961,8,9,262.0,4.4,31.0,49.26448,-123.10132,Lounges
585.0,Kranky Cafe,0.960381929599544,8.0,49.267206,-123.09975,Restaurant,49.262141,-123.101961,8,9,,,,,,
580.0,Kwong Chow Congee & Noodle House,0.9795043206757614,7.7,49.256935,-123.101472,Chinese Restaurant,49.262141,-123.101961,8,9,,,,,,
,La Taqueria Pinche Taco Shop,,,,,,49.262141,-123.101961,8,9,797.0,4.2,708.0,49.263617,-123.112593,Mexican
,Les Faux Bourgeois,,,,,,49.262141,-123.101961,8,9,1037.0,3.9,501.0,49.2572813531481,-123.089767330802,French
,Level V Bakery,,,,,,49.262141,-123.101961,8,9,239.0,4.5,37.0,49.2639097,-123.100087946936,Desserts
,Lucy's Eastside Diner,,,,,,49.262141,-123.101961,8,9,160.0,3.1,361.0,49.2609143,-123.1008146,Diners
338.0,Main Street Brewing Co,0.9716143910243952,8.3,49.264745,-123.099216,Brewery,49.262141,-123.101961,8,9,,,,,,
,Maizal RMF,,,,,,49.262141,-123.101961,8,9,244.0,4.3,157.0,49.2600097,-123.1012988,Mexican
,Maruhachi Ra-men,,,,,,49.262141,-123.101961,8,9,296.0,3.5,84.0,49.2595687747717,-123.100885950126,Ramen
528.0,Milano Coffee,0.9708241025043076,8.8,49.263724,-123.108701,Coffee Shop,49.262141,-123.101961,8,9,,,,,,
,Minami,,,,,,49.262141,-123.101961,8,9,1995.0,4.1,819.0,49.2752733,-123.1207029,Japanese
396.0,Modus Coffee,0.9711091245935196,8.7,49.263182,-123.107195,Café,49.262141,-123.101961,8,9,,,,,,
,Nana's Green Tea,,,,,,49.262141,-123.101961,8,9,776.0,4.1,198.0,49.267587,-123.1086543,Desserts
702.0,Narrow Lounge,0.9510539339526086,8.1,49.268334,-123.100495,Lounge,49.262141,-123.101961,8,9,,,,,,
873.0,Nemesis Coffee,0.9895966937437652,8.5,49.267091,-123.092602,Coffee Shop,49.262141,-123.101961,8,9,,,,,,
976.0,Nook,0.9822897638203324,8.1,49.269521,-123.109276,Italian Restaurant,49.262141,-123.101961,8,9,,,,,,
,OEB Breakfast Co. - Yaletown,,,,,,49.262141,-123.101961,8,9,1777.0,4.3,968.0,49.273438,-123.119289,Breakfast & Brunch
934.0,Ophelia,0.977651677095884,6.7,49.269552,-123.108061,Mexican Restaurant,49.262141,-123.101961,8,9,,,,,,
954.0,Osteria Savio Volpe,0.9518053558241673,8.9,49.257425,-123.09097,Italian Restaurant,49.262141,-123.101961,8,9,953.0,4.2,481.0,49.2574913,-123.0909344,Italian
494.0,Pho Goodness,0.9771334551154988,8.4,49.257707,-123.101457,Vietnamese Restaurant,49.262141,-123.101961,8,9,,,,,,
,Published On Main,,,,,,49.262141,-123.101961,8,9,1037.0,4.3,167.0,49.25283186017385,-123.10116032897228,Tapas/Small Plates
533.0,Pure Bread,0.960731729436304,8.7,49.266631,-123.104568,Bakery,49.262141,-123.101961,8,9,,,,,,
585.0,R & B Brewing Inc,0.9692435254641326,9.0,49.26727,-123.103568,Brewery,49.262141,-123.101961,8,9,,,,,,
796.0,Red Truck Beer,0.970461347118038,8.1,49.268585,-123.097272,Brewery,49.262141,-123.101961,8,9,,,,,,
,Robba da Matti,,,,,,49.262141,-123.101961,8,9,2010.0,4.2,544.0,49.2753397,-123.1208967,Italian
,Saku,,,,,,49.262141,-123.101961,8,9,1073.0,4.3,273.0,49.2631006,-123.11667523250104,Japanese
,Sing Sing,,,,,,49.262141,-123.101961,8,9,184.0,3.8,145.0,49.2607122038635,-123.100685477257,Beer Bar
185.0,Sing Sing Beer Bar,0.9884954720354464,7.7,49.260652,-123.100815,Beer Bar,49.262141,-123.101961,8,9,,,,,,
,Song,,,,,,49.262141,-123.101961,8,9,265.0,4.4,44.0,49.2629749,-123.0986667,Thai
,Sprezzatura,,,,,,49.262141,-123.101961,8,9,328.0,4.0,72.0,49.2613547,-123.0978287,Pizza
820.0,Starbucks,0.9764079443429592,7.1,49.269499,-123.102947,Coffee Shop,49.262141,-123.101961,8,9,,,,,,
849.0,Subway,0.971977146410665,6.3,49.26263,-123.090276,Deli,49.262141,-123.101961,8,9,,,,,,
,Superbaba,,,,,,49.262141,-123.101961,8,9,141.0,4.6,87.0,49.2633297,-123.1012681,Middle Eastern
773.0,Sushi California,0.9705002137665668,7.5,49.263035,-123.112616,Sushi Restaurant,49.262141,-123.101961,8,9,,,,,,
,Sushi Hil,,,,,,49.262141,-123.101961,8,9,759.0,4.6,43.0,49.2554661,-123.1011451,Japanese
111.0,Sushi Kaido,0.9507559563138872,,49.263036,-123.101261,Sushi Restaurant,49.262141,-123.101961,8,9,,,,,,
357.0,Sushiyama,0.973635456747898,8.5,49.262968,-123.0972,Sushi Restaurant,49.262141,-123.101961,8,9,,,,,,
502.0,Tacofino Ocho,0.9679350149636596,7.7,49.266312,-123.104622,Taco Restaurant,49.262141,-123.101961,8,9,,,,,,
,Tamaly Shop,,,,,,49.262141,-123.101961,8,9,61.0,4.0,8.0,49.26245336478017,-123.1012765,Mexican
389.0,Thai Son Restaurant,0.9665746822651484,6.9,49.262942,-123.096873,Vietnamese Restaurant,49.262141,-123.101961,8,9,,,,,,
,The Cascade Room,,,,,,49.262141,-123.101961,8,9,107.0,3.8,248.0,49.2617,-123.10062,Pubs
,The Farmhouse,,,,,,49.262141,-123.101961,8,9,354.0,4.1,34.0,49.26185879464837,-123.09710762514682,Italian
92.0,The Federal Store,0.9787010766061642,8.3,49.261909,-123.103193,Café,49.262141,-123.101961,8,9,,,,,,
,The Fish Counter,,,,,,49.262141,-123.101961,8,9,1265.0,4.4,384.0,49.250774041930285,-123.1012792,Fish & Chips
,The Flying Pig - Yaletown,,,,,,49.262141,-123.101961,8,9,2041.0,4.0,1397.0,49.27501,-123.122,Canadian (New)
708.0,The General Public,0.9165403500589476,8.0,49.255843,-123.101541,Sushi Restaurant,49.262141,-123.101961,8,9,,,,,,
531.0,The Juice Truck,0.9249614572402088,8.9,49.266348,-123.105436,Juice Bar,49.262141,-123.101961,8,9,,,,,,
,Thierry - Mount Pleasant,,,,,,49.262141,-123.101961,8,9,153.0,3.9,48.0,49.262040137647766,-123.09941897473132,Desserts
,Tocador,,,,,,49.262141,-123.101961,8,9,92.0,3.8,52.0,49.261764,-123.1008072,Latin American
824.0,Tractor Foods - Olympic Village,0.931231943202871,8.1,49.269535,-123.102869,Salad Restaurant,49.262141,-123.101961,8,9,,,,,,
,Uma Sushi,,,,,,49.262141,-123.101961,8,9,877.0,4.3,131.0,49.2638048,-123.1137294,Japanese
,Zakkushi Dining On Main,,,,,,49.262141,-123.101961,8,9,1451.0,3.8,248.0,49.249124,-123.101552,Japanese
,Zarak By Afghan Kitchen,,,,,,49.262141,-123.101961,8,9,476.0,4.5,125.0,49.266224,-123.1006089,Afghan
472.0,Zarak by Afghan Kitchen,0.9770557218184408,7.8,49.26628,-123.100483,Afghan Restaurant,49.262141,-123.101961,8,9,,,,,,
328.0,33 Acres Brewing Co,0.9632062393926438,9.3,49.263877,-123.105307,Bar,49.262206,-123.109091,4,8,,,,,,
,49th Parallel Coffee,,,,,,49.262206,-123.109091,4,8,687.0,4.1,529.0,49.2591330651218,-123.10088478104,Cafes
682.0,49th Parallel Coffee Roast,0.9903222045163046,8.7,49.259164,-123.100851,Coffee Shop,49.262206,-123.109091,4,8,,,,,,
796.0,AJ's Brooklyn Pizza Joint,0.987174005985464,8.4,49.262989,-123.098175,Pizzeria,49.262206,-123.109091,4,8,787.0,4.2,175.0,49.2629437687572,-123.098307028413,Pizza
978.0,Amato Gelato Cafe,0.9929392255172504,8.0,49.270065,-123.102995,Ice Cream Parlor,49.262206,-123.109091,4,8,,,,,,
986.0,Anh and Chi,0.98308005234042,9.0,49.255019,-123.100904,Bar,49.262206,-123.109091,4,8,996.0,4.0,743.0,49.2550314422938,-123.100882202153,Vietnamese
785.0,Argo Cafe,0.9351963413528184,7.7,49.268608,-123.104493,Café,49.262206,-123.109091,4,8,,,,,,
,Bodega On Main,,,,,,49.262206,-123.109091,4,8,1627.0,3.8,236.0,49.27548853708847,-123.09968391901442,Spanish
730.0,Brassneck Brewery,0.9674167929832744,8.5,49.265811,-123.100605,Bar,49.262206,-123.109091,4,8,,,,,,
,Brix & Mortar,,,,,,49.262206,-123.109091,4,8,1759.0,4.1,346.0,49.275633270546194,-123.12192123186074,Wine Bars
609.0,Burdock & Co,0.94325469314781,7.5,49.260915,-123.100756,New American Restaurant,49.262206,-123.109091,4,8,,,,,,
,Burgoo Bistros,,,,,,49.262206,-123.109091,4,8,785.0,3.9,526.0,49.25765498958033,-123.100815,Comfort Food
962.0,CRAFT Beer Market Vancouver,0.9945457136564448,8.3,49.270591,-123.106447,Beer Garden,49.262206,-123.109091,4,8,,,,,,
665.0,Caffe Cittadella,0.9642685944524336,8.8,49.26473,-123.116978,Coffee Shop,49.262206,-123.109091,4,8,,,,,,
,Cilantro Indian Cuisine,,,,,,49.262206,-123.109091,4,8,124.0,4.6,25.0,49.263302,-123.1088989,Indian
897.0,Dynasty Seafood Restaurant 皇朝海鮮酒家,0.9869278505447808,7.7,49.263675,-123.12143,Chinese Restaurant,49.262206,-123.109091,4,8,,,,,,
885.0,Earnest Ice Cream,0.9867594284011556,9.3,49.268876,-123.102894,Ice Cream Parlor,49.262206,-123.109091,4,8,,,,,,
647.0,Electric Bicycle Brewing,0.9610556181740448,8.2,49.267115,-123.104285,Brewery,49.262206,-123.109091,4,8,,,,,,
402.0,Elysian Coffee,0.9539041548447278,9.0,49.264531,-123.105038,Coffee Shop,49.262206,-123.109091,4,8,,,,,,
607.0,Elysian Coffee Broadway,0.980825786725744,8.5,49.263077,-123.117243,Coffee Shop,49.262206,-123.109091,4,8,,,,,,
,Fable Diner,,,,,,49.262206,-123.109091,4,8,559.0,3.9,354.0,49.2630749,-123.1019822,Diners
793.0,Faculty Brewing Co,0.9484757796001916,8.4,49.268552,-123.104488,Bar,49.262206,-123.109091,4,8,,,,,,
,Fatburger,,,,,,49.262206,-123.109091,4,8,167.0,3.0,85.0,49.26331,-123.11074,Burgers
786.0,Fife Bakery,0.9585551971186858,8.3,49.268088,-123.10307,Bakery,49.262206,-123.109091,4,8,,,,,,
604.0,Fox Cabaret,0.9604078406985632,8.2,49.264298,-123.101206,Movie Theater,49.262206,-123.109091,4,8,,,,,,
635.0,Gene Coffeebar,0.9483850907536244,7.6,49.263721,-123.100671,Coffee Shop,49.262206,-123.109091,4,8,,,,,,
755.0,Hime Japanese Restaurant,0.9890784717633798,7.8,49.262963,-123.09874,Sushi Restaurant,49.262206,-123.109091,4,8,,,,,,
567.0,Hokkaido Ramen Santouka,0.9803075647453586,7.8,49.263015,-123.116994,Ramen Restaurant,49.262206,-123.109091,4,8,574.0,4.2,241.0,49.263127,-123.1168917,Noodles
608.0,Ignite Pizzeria,0.9735188568023112,7.8,49.262233,-123.100706,Pizzeria,49.262206,-123.109091,4,8,,,,,,
,Indian Roti Kitchen,,,,,,49.262206,-123.109091,4,8,567.0,4.5,167.0,49.25901,-123.11538,Indian
,Indochine Kitchen,,,,,,49.262206,-123.109091,4,8,336.0,3.2,117.0,49.2631601,-123.1047,Asian Fusion
,Italia Bella Bar & Grill,,,,,,49.262206,-123.109091,4,8,241.0,4.1,46.0,49.2632473,-123.1061808,Italian
887.0,JJ Bean Coffee Roasters,0.984984518118336,8.0,49.270118,-123.109002,Coffee Shop,49.262206,-123.109091,4,8,,,,,,
876.0,Kranky Cafe,0.960381929599544,8.0,49.267206,-123.09975,Restaurant,49.262206,-123.109091,4,8,,,,,,
811.0,Kwong Chow Congee & Noodle House,0.9795043206757614,7.7,49.256935,-123.101472,Chinese Restaurant,49.262206,-123.109091,4,8,,,,,,
,La Taqueria Pinche Taco Shop,,,,,,49.262206,-123.109091,4,8,304.0,4.2,708.0,49.263617,-123.112593,Mexican
,Les Faux Bourgeois,,,,,,49.262206,-123.109091,4,8,1505.0,3.9,501.0,49.2572813531481,-123.089767330802,French
,Linh Cafe,,,,,,49.262206,-123.109091,4,8,2033.0,3.9,345.0,49.2746716,-123.12989802,Vietnamese
758.0,Main Street Brewing Co,0.9716143910243952,8.3,49.264745,-123.099216,Brewery,49.262206,-123.109091,4,8,,,,,,
,Maizal RMF,,,,,,49.262206,-123.109091,4,8,615.0,4.3,157.0,49.2600097,-123.1012988,Mexican
,Marulilu Cafe,,,,,,49.262206,-123.109091,4,8,387.0,4.0,298.0,49.26338,-123.11415,Cafes
,MeeT in Yaletown,,,,,,49.262206,-123.109091,4,8,1685.0,4.1,193.0,49.2748495736666,-123.121902530398,Comfort Food
,Menya Raizo,,,,,,49.262206,-123.109091,4,8,317.0,3.9,88.0,49.26336,-123.11314,Ramen
177.0,Milano Coffee,0.9708241025043076,8.8,49.263724,-123.108701,Coffee Shop,49.262206,-123.109091,4,8,,,,,,
,Minami,,,,,,49.262206,-123.109091,4,8,1678.0,4.1,819.0,49.2752733,-123.1207029,Japanese
175.0,Modus Coffee,0.9711091245935196,8.7,49.263182,-123.107195,Café,49.262206,-123.109091,4,8,,,,,,
,Nana's Green Tea,,,,,,49.262206,-123.109091,4,8,599.0,4.1,198.0,49.267587,-123.1086543,Desserts
924.0,Narrow Lounge,0.9510539339526086,8.1,49.268334,-123.100495,Lounge,49.262206,-123.109091,4,8,,,,,,
812.0,Nook,0.9822897638203324,8.1,49.269521,-123.109276,Italian Restaurant,49.262206,-123.109091,4,8,,,,,,
,OEB Breakfast Co. - Yaletown,,,,,,49.262206,-123.109091,4,8,1453.0,4.3,968.0,49.273438,-123.119289,Breakfast & Brunch
,Osteria Savio Volpe,,,,,,49.262206,-123.109091,4,8,1418.0,4.2,481.0,49.2574913,-123.0909344,Italian
594.0,Passion8 Dessert Cafe,0.9539818881417856,8.2,49.25837,-123.114814,Café,49.262206,-123.109091,4,8,600.0,4.1,219.0,49.258435242883,-123.11499774456,Desserts
513.0,Peaceful Restaurant,0.9912420485314885,8.2,49.263051,-123.116024,Dim Sum Restaurant,49.262206,-123.109091,4,8,522.0,3.6,643.0,49.263147,-123.116143,Chinese
745.0,Pho Goodness,0.9771334551154988,8.4,49.257707,-123.101457,Vietnamese Restaurant,49.262206,-123.109091,4,8,,,,,,
,Published On Main,,,,,,49.262206,-123.109091,4,8,1191.0,4.3,167.0,49.25283186017385,-123.10116032897228,Tapas/Small Plates
591.0,Pure Bread,0.960731729436304,8.7,49.266631,-123.104568,Bakery,49.262206,-123.109091,4,8,,,,,,
703.0,R & B Brewing Inc,0.9692435254641326,9.0,49.26727,-123.103568,Brewery,49.262206,-123.109091,4,8,,,,,,
898.0,Rain or Shine,0.9850752069649036,8.8,49.255054,-123.114856,Ice Cream Parlor,49.262206,-123.109091,4,8,,,,,,
,Robba da Matti,,,,,,49.262206,-123.109091,4,8,1693.0,4.2,544.0,49.2753397,-123.1208967,Italian
,Rodney's Oyster House,,,,,,49.262206,-123.109091,4,8,1693.0,4.0,889.0,49.274326,-123.123131,Seafood
633.0,Rogue Kitchen & Wetbar,0.9771464106650084,8.6,49.263123,-123.117652,Bar,49.262206,-123.109091,4,8,,,,,,
,Saku,,,,,,49.262206,-123.109091,4,8,559.0,4.3,273.0,49.2631006,-123.11667523250104,Japanese
,Sal y Limón,,,,,,49.262206,-123.109091,4,8,1556.0,3.9,681.0,49.2569043786921,-123.08924632997,Mexican
,Salmon n' Bannock,,,,,,49.262206,-123.109091,4,8,1495.0,4.5,246.0,49.2631378,-123.1296705,Canadian (New)
,Seaport City Seafood Restaurant,,,,,,49.262206,-123.109091,4,8,479.0,4.2,85.0,49.263921119674905,-123.115152,Dim Sum
629.0,Shiro Japanese Restaurant,0.9493697125163564,7.8,49.257932,-123.114615,Diner,49.262206,-123.109091,4,8,,,,,,
624.0,Sing Sing Beer Bar,0.9884954720354464,7.7,49.260652,-123.100815,Beer Bar,49.262206,-123.109091,4,8,,,,,,
,Song,,,,,,49.262206,-123.109091,4,8,768.0,4.4,44.0,49.2629749,-123.0986667,Thai
,Sprezzatura,,,,,,49.262206,-123.109091,4,8,837.0,4.0,72.0,49.2613547,-123.0978287,Pizza
268.0,Sushi California,0.9705002137665668,7.5,49.263035,-123.112616,Sushi Restaurant,49.262206,-123.109091,4,8,272.0,3.5,335.0,49.2630454633729,-123.112614326016,Japanese
,Sushi Hil,,,,,,49.262206,-123.109091,4,8,960.0,4.6,43.0,49.2554661,-123.1011451,Japanese
868.0,Sushiyama,0.973635456747898,8.5,49.262968,-123.0972,Sushi Restaurant,49.262206,-123.109091,4,8,,,,,,
,Suyo Modern Peruvian,,,,,,49.262206,-123.109091,4,8,1080.0,4.5,51.0,49.2540292,-123.1010659958052,Peruvian
559.0,Tacofino Ocho,0.9679350149636596,7.7,49.266312,-123.104622,Taco Restaurant,49.262206,-123.109091,4,8,,,,,,
,Tasty Indian Bistro,,,,,,49.262206,-123.109091,4,8,1729.0,4.0,248.0,49.2744011,-123.1236818,Indian
,The Cascade Room,,,,,,49.262206,-123.109091,4,8,615.0,3.8,248.0,49.2617,-123.10062,Pubs
428.0,The Federal Store,0.9787010766061642,8.3,49.261909,-123.103193,Café,49.262206,-123.109091,4,8,,,,,,
578.0,The Firewood Cafe,0.957842641895656,7.5,49.258597,-123.114833,Pizzeria,49.262206,-123.109091,4,8,,,,,,
,The Fish Counter,,,,,,49.262206,-123.109091,4,8,1392.0,4.4,384.0,49.250774041930285,-123.1012792,Fish & Chips
,The Flying Pig - Yaletown,,,,,,49.262206,-123.109091,4,8,1705.0,4.0,1397.0,49.27501,-123.122,Canadian (New)
910.0,The General Public,0.9165403500589476,8.0,49.255843,-123.101541,Sushi Restaurant,49.262206,-123.109091,4,8,,,,,,
,The Greek By Anatoli - Broadway,,,,,,49.262206,-123.109091,4,8,254.0,4.4,12.0,49.26283913055831,-123.11245392872092,Greek
531.0,The Juice Truck,0.9249614572402088,8.9,49.266348,-123.105436,Juice Bar,49.262206,-123.109091,4,8,,,,,,
849.0,The Mighty Oak,0.9817844973894568,8.0,49.254563,-123.109543,Café,49.262206,-123.109091,4,8,,,,,,
,Tonton Sushi,,,,,,49.262206,-123.109091,4,8,1440.0,4.0,83.0,49.2497178,-123.115173,Japanese
931.0,Tractor Foods - Olympic Village,0.931231943202871,8.1,49.269535,-123.102869,Salad Restaurant,49.262206,-123.109091,4,8,,,,,,
,Uma Sushi,,,,,,49.262206,-123.109091,4,8,384.0,4.3,131.0,49.2638048,-123.1137294,Japanese
677.0,Vij's,0.9659787269877051,8.8,49.257484,-123.11482,Indian Restaurant,49.262206,-123.109091,4,8,,,,,,
,Vij's Restaurant,,,,,,49.262206,-123.109091,4,8,662.0,4.0,455.0,49.25754,-123.11479,Indian
,Westcoast Poke,,,,,,49.262206,-123.109091,4,8,408.0,3.8,174.0,49.26409,-123.1140415,Hawaiian
,Zakkushi Dining On Main,,,,,,49.262206,-123.109091,4,8,1557.0,3.8,248.0,49.249124,-123.101552,Japanese
,Zarak By Afghan Kitchen,,,,,,49.262206,-123.109091,4,8,771.0,4.5,125.0,49.266224,-123.1006089,Afghan
771.0,Zarak by Afghan Kitchen,0.9770557218184408,7.8,49.26628,-123.100483,Afghan Restaurant,49.262206,-123.109091,4,8,,,,,,
,iDen & Quan Ju De Beijing Duck House,,,,,,49.262206,-123.109091,4,8,472.0,3.6,177.0,49.26021,-123.1148451,Chinese
,49th Parallel Coffee,,,,,,49.262242,-123.081459,13,5,1451.0,4.1,529.0,49.2591330651218,-123.10088478104,Cafes
,AJ's Brooklyn Pizza Joint,,,,,,49.262242,-123.081459,13,5,1225.0,4.2,175.0,49.2629437687572,-123.098307028413,Pizza
,Anh and Chi,,,,,,49.262242,-123.081459,13,5,1622.0,4.0,743.0,49.2550314422938,-123.100882202153,Vietnamese
,Ashiana Tandoori Restaurant,,,,,,49.262242,-123.081459,13,5,1533.0,4.5,92.0,49.2494722,-123.0749207,Indian
857.0,Ay Chihuahua,0.9417907160532214,,49.259801,-123.070052,Mexican Restaurant,49.262242,-123.081459,13,5,,,,,,
895.0,B House,0.9643333721999818,,49.264463,-123.069584,Restaurant,49.262242,-123.081459,13,5,900.0,4.3,34.0,49.264473795087,-123.069533295929,Asian Fusion
932.0,BT Cafe Ltd,0.9830670967909104,7.3,49.254208,-123.085181,Café,49.262242,-123.081459,13,5,,,,,,
848.0,Baby Dhal Roti Shop,0.9691787477165844,,49.260328,-123.070126,Caribbean Restaurant,49.262242,-123.081459,13,5,,,,,,
824.0,Bale Deli & bakery,0.8929742055009263,6.2,49.256821,-123.089215,Bakery,49.262242,-123.081459,13,5,,,,,,
901.0,Banh Mi Yen Linh Coffee Shop Ltd,0.346314793941985,,49.254719,-123.086117,Café,49.262242,-123.081459,13,5,,,,,,
,Batard Boulangerie & Cafe Moderne,,,,,,49.262242,-123.081459,13,5,1541.0,4.3,148.0,49.2495337429805,-123.089919893626,Coffee & Tea
934.0,Bells and Whistles,0.985761851088914,7.2,49.255678,-123.089524,Sports Bar,49.262242,-123.081459,13,5,,,,,,
217.0,Blenz Coffee,0.9721067019057612,6.3,49.26399,-123.08082,Coffee Shop,49.262242,-123.081459,13,5,,,,,,
,Bodega On Main,,,,,,49.262242,-123.081459,13,5,1979.0,3.8,236.0,49.27548853708847,-123.09968391901442,Spanish
,Bonjour Vietnam Bistro,,,,,,49.262242,-123.081459,13,5,1527.0,4.1,82.0,49.249668,-123.0899331,Vietnamese
819.0,Bubble Town,0.4452304144480288,,49.256878,-123.08922,Tea Room,49.262242,-123.081459,13,5,,,,,,
960.0,Bubbles and Beans,0.2698122740876054,,49.25573,-123.090177,Café,49.262242,-123.081459,13,5,,,,,,
,Burgoo Bistros,,,,,,49.262242,-123.081459,13,5,1494.0,3.9,526.0,49.25765498958033,-123.100815,Comfort Food
854.0,Cazba Food Truck,0.7796390583906616,,49.267177,-123.0905,Food Truck,49.262242,-123.081459,13,5,,,,,,
972.0,Chanco,0.1163926567945379,,49.265946,-123.069304,Mexican Restaurant,49.262242,-123.081459,13,5,,,,,,
863.0,Circus Play Cafe,0.9233161024524856,,49.259298,-123.070444,Café,49.262242,-123.081459,13,5,,,,,,
833.0,Commercial Sushi,0.9922655369427494,6.6,49.261683,-123.069997,Sushi Restaurant,49.262242,-123.081459,13,5,,,,,,
501.0,Danz Gourmet Personal Chef and Catering Svc,0.9383574954331688,,49.266294,-123.084503,Restaurant,49.262242,-123.081459,13,5,,,,,,
,Do Chay,,,,,,49.262242,-123.081459,13,5,1401.0,4.4,187.0,49.25006,-123.0765,Vietnamese
735.0,Domino's Pizza,0.9720030575096844,,49.262677,-123.091578,Pizzeria,49.262242,-123.081459,13,5,,,,,,
